id,tweet,emoji
375,always respect your parents you only get 1 set,['heart_suit']
376,RETWEET TO PISS A UCF FAN OFF,['loudly_crying_face']
377,You whores know whats going on,['face_with_tears_of_joy']
378,Girls are sooo dramatic Everything is Bye Delete my number Blocked You wont hear from me anymore K Im Done,['face_with_tears_of_joy']
379,Rihanna wukkin up to bad in bum bum is what I needed in my life rn,['smiling_face_with_hearteyes']
380,The only reason that makes you Blessed is having good friends,['double_exclamation_mark']
381,Featuring Ellen Adarnaaa joke,['face_with_tears_of_joy']
382,lmao so this happened today,['face_with_tears_of_joy']
383,I need something like this,['weary_face']
384,INFINITE is finally back with Tell Me,['party_popper']
385,INSTAGRAM VOTES UPDATE 1230pm 130pm KST 1 BTSARMY 9498 2 E 1220,['fire']
386,I dont know you that well but I know youre homies with Mabhida and we have a lot of mutual friends I can defs t,['smiling_face_with_smiling_eyes']
387,Every time I go to Walmart I like to go visit the LYH albums just to see how theyre doing I cant buy any of t,['face_with_tears_of_joy']
388,That just means youre an original,['winking_face']
389,School is about to start back Lord please remove this lazy spirit and help me stay motivated and focus all Spring semester,['loudly_crying_face']
390,Senioritis is so bad I can barely wake up on time to get ready for school and take out my notebook for notes,['weary_face']
391,The 90s kid in me bout to shed a tear,['loudly_crying_face']
392,I counted down my top 6 favorite plays from the season Just the beginning of the new era,['raising_hands']
393,ALERT On the hunt for a scumbag illegal immigrant that is responsible for deadly drunken car crash Sanctuar,['police_car_light']
394,singing and Thats your evening sorted,['smiling_face_with_sunglasses']
395,Facebook the funniest app,['face_with_tears_of_joy']
396,Omg youre born in 2000200 1 I have just come to realize this now,['flushed_face']
397,wake up with a whole titty amp a half out,['face_with_tears_of_joy']
398,Im watching episode 1 youre making some telling points,['thumbs_up']
399,dna doenst make a family love does Thanks for all these years,['sparkling_heart']
400,happy birthday babe hope you have the best day,['yellow_heart']
401,Guess its a fade on sight with willy now  lol,"['person_shrugging', 'male_sign']"
402,All I Do Is Work An Put In Work,['flexed_biceps']
403,YGLIFE News I Will Be Back DAESUNG Enlists With A Bright Smile Link,['smiling_face_with_smiling_eyes']
404,Rick and morty is sooo good,['fire']
405,Expection vs Reality will Win wins I have lot of jokes,"['face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'beaming_face_with_smiling_eyes']"
406,LMFAAAOOO the gif made this 10x funnier,['loudly_crying_face']
407,Thank you all for the love and support Im forever and always grateful,['red_heart']
408,prom is not that serious yall gotta chill bruh,['loudly_crying_face']
409,Our boys will be receiving their today This is such a huge milestone for them and we are so excited What about you,['party_popper']
410,Guess whos birthday is coming,['smiling_face_with_hearteyes']
411,Happy Valentines day to me,['smiling_face_with_hearteyes']
412,Just dropped my phone in mayonnaise Fucking hellman haha xx,['face_with_tears_of_joy']
413,Her Baby why you never post me on social media Me hold on baby lemme finish mopping the ceiling I cant hear you,['skull']
414,Dawg Im over here ready to cry,['weary_face']
415,Snapchat probably a kpop stan,['hundred_points']
416,BABY BABY BABY IM SO PROUD OF U,['sparkling_heart']
417,Me everytime I see a mirror and no one looking,['face_with_tears_of_joy']
418,His face at the end,['face_with_tears_of_joy']
419,Pretty tight for so far out,['thinking_face']
420,Krackhead Ezell got Craig fired he was running with them boxes at the beginning,['face_with_tears_of_joy']
421,I always tell people Im gonna call them back and never do Im such a bad friend,['face_with_tears_of_joy']
422,LMAO YOUR WEDDING DRESS IS OUR WEDDING DRESS Mercy Aigbe aint the only one that wore that dress,['face_with_tears_of_joy']
423,Liiike I dont understand how thats even a thing ,"['person_shrugging', 'male_sign']"
424,Listen to my first podcast titled Go for it,['backhand_index_pointing_right']
425,MUST SEE Saifu AMA gt All the details are here,['eyes']
426,Thats why he aint come out his mouth side ways,['face_with_tears_of_joy']
427,did this just happen We gonna be alright KENDRICK LAMAR stand up,['face_with_tears_of_joy']
428,These are the UPDATE records of BTS on Korean Award Shows We dont mean to be arrogant but we hope it can mot,['backhand_index_pointing_down']
429,Honestly I love reassurance i love attention and i love affection Like give me alll of that boo,['smiling_face_with_hearteyes']
430,good night everyone except account user NCTsmtown,['face_with_tears_of_joy']
431,How old is that screenshot 4 years,['loudly_crying_face']
432,START LGBT FOLLOW TRAIN RT AND LIKE THIS THEN FOLLOW EVERYONE WHO RTS AND LIKES IT,"['smiling_face_with_hearteyes', 'smiling_face']"
433,This Sunday 5000 1 Winner Takes All,['sparkles']
434,KEEP VOTING 400am 500am 1 BTSARMY 2152K 2 E 1314K ARMY Lets try to aim for a 100k gap nex,['glowing_star']
435,No one saw it coming even them,['purple_heart']
436,I be so fr tho as long as you dont go over 12 in 24 hours you good,['rolling_on_the_floor_laughing']
437,Boys are trending at no1 in Melon  ,"['heart_suit', 'heart_suit', 'raising_hands']"
438,huaaa my heart is beating my 1st nct album omg this album so cool LOVE U GUYS Love my ult bias TY,['red_heart']
439,This is how orphaned kangaroos go to bed my heart,['red_heart']
440,A hope we had a pitch invasion when we scored our Second goal,['face_with_tears_of_joy']
441,Hello Dear my friends Texa Alexia Have a nice weekend with your family Many kisses,['smiling_face_with_hearteyes']
442,Norway just announced a ban on fur farming,['OK_hand']
443,So happy for anyone who got to meet the boys today I hope you all had a fab time meeting them,['purple_heart']
444,Lionel Messi in finals Games 27 Goals 28 Assists 12 Man for the big occasion,['clapping_hands']
445,No We have trips to take,['loudly_crying_face']
446,START YASSS Its time for a great show RitzNz 824,['raising_hands']
447,have to wait for high tide,['face_with_tears_of_joy']
448,So my son is the one who decides the name of our new kittens Lagemolala is cancelled The orange one is called ChimCh,['crying_face']
449,Its International Womens Day Help fight for gender equality around the globe,['red_heart']
450,I fall in love with your smile,['heart_suit']
451,Ive always been a happy person I just HATED how I looked Then I discovered this and that all changed fast Now EVERY,['fire']
452,Hey yyy good morning,['beaming_face_with_smiling_eyes']
453,Some people call it but we prefer,['flexed_biceps']
454,me amp them girls we aint the same boo ,"['smiling_face', 'sparkles']"
455,if youre having a bad day,['smiling_face_with_hearteyes']
456,kris leaving sm for good,['OK_hand']
457,Shit feel like it happened yesterday,['hundred_points']
458,awe jungkook is also watching burn the stage,['loudly_crying_face']
459,First Mock Draft for Think it went pretty decent,['thumbs_up']
460,START See me live Sex Chat For Free Register now 100 Free https,"['fire', 'collision']"
461,Listening Such a beautiful from you should listen one time,['backhand_index_pointing_down']
462,Happy Love Day as my kids call it to you all,['two_hearts']
463,Those look great Thanks for writing ,"['clapping_hands', 'clapping_hands']"
464,Looking for Maine Mendoza from Manaoag,['smiling_face_with_hearteyes']
465,Check out our own here dont forget to like and sub to his channel for more videos,['thumbs_up']
466,OMGShe Looks So Stunning,['smiling_face_with_hearteyes']
467,Nun sexier then a nigga thats LAIDBACK cooling at all times You go on his social media he not capping He not trying,['speaking_head']
468,Damn dont say shit like that pry have to delete this tweet lmao,['face_with_tears_of_joy']
469, RT and Follow,['backhand_index_pointing_right']
470,START See me live Sex Chat For Free Register now 100 Free,"['fire', 'collision']"
471,those girls who dont ask for too much deserve the most,['smiling_face_with_smiling_eyes']
472,s motto Nothing is Impossible Everything is possible Rainbow GFRIEND,['red_heart']
473,Meant To Be,['heart_suit']
474,Queen of shade even in sickness,['face_with_tears_of_joy']
475,Challenge 150K hourly rate Can we do achieve it ARMYs,"['fire', 'smiling_face_with_smiling_eyes']"
476,If you plan on going out this weekend be safe Use my Uber code for a free Uber ride nicholasw 4650ue,['heart_suit']
477,Hey Joy SIT YO SHUCKING AND JIVING SELF DOWN,['speaking_head']
478,35 RTs so far Ben only 55512 to go to top this one fella htt,['thumbs_up']
479,Beyonce Heaven ,"['smiling_face', 'smiling_face']"
480,Ill Never forget when Jhene left this dude speechless,['loudly_crying_face']
481,Light on tongue Yet heavy on the scale of rewards,['red_heart']
482,Wow little later and thats an incredible Sunday,['smiling_face_with_sunglasses']
483,Happy Birthday to Nina Simone Today she would have turned 85 years old RIP Queen,['red_heart']
484,Black people be violating when they describing people They Be Like You know Joshua Tall dirty nigga that stay,['face_with_tears_of_joy']
485,Who threw up last night,['face_with_tears_of_joy']
486,WELCOME TO THE FAMILY,['purple_heart']
487,Harry on Guccis set,['smiling_face']
488,Your work here is done Cristiano,['face_with_tears_of_joy']
489,These people acting like they have been hired for a kung fu extra,['face_with_tears_of_joy']
490,Thats the best u have got We have won WC twiceThats enough Go cry,['face_with_tears_of_joy']
491,sammy adams teasing some new music,['eyes']
492,Oompaloompas aint real beybeh dad,['loudly_crying_face']
493,this cat TChalla bro,['face_with_tears_of_joy']
494,Now this with that lip gloss,['loudly_crying_face']
495,That goalscoring feeling at Anfield 10,['OK_hand']
496,Namjoon also sees that the normal is hard,['face_with_tears_of_joy']
497,Copy successful traders automatically with Bitcoin I copy KaizenTrader Do you,['right_arrow']
498,Come visit Well just meet up with,['face_with_tears_of_joy']
499,Tribute for ttboi cumshot hijab megacumvideos shemale rubbing their cocks together video de mastributer,['backhand_index_pointing_right']
500,This is with whales,['face_with_tears_of_joy']
501,Cant change your mind Jenna when I agree with you 100 ,"['folded_hands', 'folded_hands']"
502,Plus there was a post show discussion afterwards,['beaming_face_with_smiling_eyes']
503,I cant believe this picture is real so grateful for yesterday  ,"['red_heart', 'red_heart', 'red_heart']"
504,START I sold my soul to a tattooed god MIDNIGHT BLUE by LJ Shen is LIVE EARLY,"['glowing_star', 'fire']"
505,Yaaas Copenhagen is amazing come joiiin,['sparkles']
506,To only person i can honestly depend on is my mother,['two_hearts']
507,Happy bday Another year older and you still act the same Thx for tagging along on all our trips,['red_heart']
508,Yall please rt ,['double_exclamation_mark']
509,Thanks to my retweeters for your support,['folded_hands']
510,Ive heard it enough to last me a life time,['face_with_tears_of_joy']
511,How did I not see this before,['thinking_face']
512,START Genius Im glad Facebook thinks so,['hundred_points']
513,rt if youre a namjoon bias follow whoever retweets this and gain new mutuals,['purple_heart']
514,MAKE THIS BREAK THE INTERNET RT if you pledge to boycott any amp every company that still does business with t,['fire']
515,How to Pronounce Thunder Sprays RT,['red_heart']
516,Are You Ready For The New World Order Up To 100x Leverage Easy To Use Int,"['white_heavy_check_mark', 'white_heavy_check_mark']"
517,Salute you brother thee gaumuge dharinnakee See you in male,['thumbs_up']
518,Them Snapchat memories really be hitting you,['loudly_crying_face']
519,FeverFlave 20 s Your tweet has been liked by 20 people,['red_heart']
520,I Miss Listenin To Wiz K I Was So In Love W Him,['smiling_face_with_hearteyes']
521,START Daydream by JHope has now surpassed 3000 comments and 42000 views on Youtube in 5 hours 30 minutes Please,"['right_arrow', 'fire']"
522,Nice avi ,"['person_facepalming', 'male_sign']"
523,100 subscribers Ill soon be taking over throne as the king of YouTube everyone subscribe https,['eyes']
524,New Years facetime call with my little niece and her spidey jammies,['heart_suit']
525,damn i wish coby could read,['skull']
526,There really are no words Asha Beautiful bulldog cross needs a loving furever home plz All info at ht,"['smiling_face_with_hearteyes', 'red_heart', 'red_heart']"
527,Today was fun FINAL 10 Rays 3,['clapping_hands']
528,Get DEXTERS ALBUM RIGHT NOW,['fire']
